xx,qa06id,qa06name,qa06wher,qa06dsc,ty26colo,ty26fakt
1724923,SH-0005-2015,Inappropriate Crew transfer from/to airport,Lodz,"Vozilo za prevoz iz/v hotel je neprimerno saj se v njem ni mozno pripeti z varnostnim pasom. Poleg tega ne bilo odvec, da se jih opozori, da vozijo previdno, po omejitvah in primerno razmeram na cesti.
Vozilo, ki se trenutno uporablja je verjetno namenjeno za voznjo po letaliski ploscadi.
Hvala!",1,50
1725327,CAA MOR-0043-2015,"Prehrana na letalu v PRN, hotel NARTEL",LYBA / Prishtina / NR,"V PRN dobivamo stalno, od vsega začetka hrano, ki nikakor ni primerna za prehrano posadk. Solata ovela, brez polivke, piščanec na pol pečen, govedina kuhana z neprepoznano omako, zjutraj jajca ali omlete narejene prejšnji večer, vse močno preslano. Tole se vleče že predolgo. Sam sem bil že dvakrat v mestu v cateringu. Dogovoril sem se za hrano kakšna naj bi bila Obljubili so mi, da bodo uredili, pišem PVR-je, vse je brez učinka. Taka prehrana resno ogroža zdravje posadk in predstavlja resno nevarnost za varnost letenja. Zahtevam, tudi s PVR-ji, da se zamenja dobavitelja hrane na letalo.
Opozoril bi vas še na Hotel Nartel v Prištini. V začetku, ko smo se preselili v Hotel Nartel smo dobivali normalne sobe, v sredini s ""king size"" posteljo z mizo in prostorom z odlaganje prtljage. Postopoma so nam začeli dajati vse slabše sobe, manjše, z majhno posteljo, mizico na katero komaj položiš prenosnik, brez prostora za odložitev prtljage, sobe s v glavnem vogalne, ki se jih pozimi ne da pogreti, poleti pa ne shladiti. Na naše prigovarjanje je odgovor receptorjev, da nimajo drugih sob ali pa, da  je Adria naročila enoposteljne sobe. Blazine na posteljah so take, da ko se vležeš nastane luknja v njej, ali pa trde kot dila. V glavnem se večina posadk pritožuje, da se ne more naspati. Predlagam, da zamenjamo hotel.",1,50
1726736,CAA MOR-0045-2015,Strong acid odour present,Pristina,"Started during descent to PRN at about FL200. At first we thought it was from the ovens. The smel kept getting stronger and we received also the report about it from the cabin crew and passengers in first rows. At about 6000 ft in approach our eyes started hurting seriously (up to tears) and we switched off GALY & CAB electricity and EXTRACT fan. The situation got better. There was no perceivable smoke. We landed normally. 
Post flight check by the maintenance did not reveal anything. On the last leg of the day (LSZH - LJLJ) we were taxiing to line up position and there was a loud unfamiliar vibrating noise coming from the lower side of the right cockpit wall. The extract fan failed right before line up and we switched it off. Takeoff and landing normal. ",1,50
1727093,ADR MOR-0069-2015,Possible oil leak contamination to air cond .sys,VIE TMA / UMBIL 2C dep / JP285,"During take off and initial climb a strong smell was detected in cockpit.
According to previous experience it was due to oil contamination of aircond. sys from L ENG.
We have switched left pack off and smell gradually dissapeared. Continued flight to LJU on R PACK only.
",1,50
1727200,SH-0006-2015,SLIDES , ,"While studying OM DAT I've noticed, that there's a possible safety hazard/risk involved with closing door 1L and 2L after boarding or to be more precise, arming slides.
OM doesn't mention anything about checking outside conditions first, which means, that's allowed to arm slides even when the bridge or the stairs  are still connected to the aircraft.
This is, by my opinion,  safety risk, because in the event of sudden emergency ( like fire on board etc.), CCM in distress may open the door without disarming slide. Which of course would end in blocked exit. 
Would you be so kind to reconsider this procedure again?
In our company, our procedures include checking outside conditions first (meaning, that the bridge is at least 2m away from the aircraft), which ensures us to deploy slide properly  in case of emergency.
Thank you for your kind cooperation, Vesna Hrvatin Pleterski SCC AA",1,50
1727655,ADR MOR-0075-2015,RH AFT ckpt window cracked,LSAS / Taxiway / JP779,"During taxi to HP 15 the master caution with ECAM alert came on. ""Antiice R window =>inop sys:R window heat"" We checked the window and found out that it is cracked. Returned to the gate, checked MEL and contacted LMLD. We found out that according to the type of window, we can proceed a normal FLT to our destination. But just one flight is permitted. ",1,50
1739232,CAA MOR-0062-2015,DAT/DOT operation,Unknown / Unknown / JP235,"Sledeče poročilo se nanaša na mojo nedavno izkušnjo z letenjem s posadko DAT/DOT. Pred nekaj dnevi sva  dve CCM2 (adrijski) opravljali šolanje za pridobitev licence za samostojno letenje na letalu A320 družbe DAT/DOT. Šlo je za letenje z nočitvijo v Innsbrucku. Že pred samim pričetkom letenja sva se s kolegico čudili njihovi praksi določanja CCM1. Glede na to, da nobena od naju ni izšolana za CCM1, je DAT/DOT inštruktorica v briefing room-u svojo (litvansko) posadko povrapšala o tem, kdo bi želel delati na poziciji CCM1. Javil se je njihov stevard in pripomnil, da ni vajen delati na tej poziciji. Moram priznati, da naju je s kolegico omenjeni dogodek kar malce presunil. Nadalje moram omeniti tudi to, da nas je na letenju spremljal mehanik Adrie tehnike, ki je nama s kolegico zaupal, da je letalo pravzaprav v zelo slabem stanju (kar se tiče vzdrzevanja). Tudi ta informaicja naju ni pustila ravnodušnih. Delo in najino šolanje prvi dan je potem potekalo skoraj brez posebnosti. Tu lahko omenim le dejstvo, da sva s kolegico celoten servis opravili skoraj sami (branje objav, strežba hrane(pijače, prodaja alkohola, komunikacija s potniki, prodaja Travel value...) Na enem izmed letov ta dan sem tudi opravila linecheck, medtem, ko se je kolegica šolala še naslednji dan. Prvi dan smo tako z delom zaključili v Innsbrucku in se odpravili v hotel. 
Naslednji dan smo se nato zgodaj zjutraj s skoraj polnim letalom (cca. 173 potnikov) iz Innsbrucka odpravili proti Ljubljani. Med boardingom pa se je zgodil dogodek, ki je pravzaprav glavni razlog za tole pisanje. DAT/DOT instruktorica je namreč po končanem boardingu k meni pripeljala starejšo gospo, ki se je zaradi slabega počutja želela izkrcati. Glede na to, da sem edina od vseh CCM govorila nemško, sem gospo povprašala o njenih razlogih in vidno zmedena mi je povedala, da ima probleme s srcem in da se boji letenja ter da se želi izkrcati. Gospo smo nato predali ramp agentu, ki jo je pospremil nazaj v letališko zgradbo. Tu moram omeniti, da je imela gospa ob izkrcanju pri sebi le manjšo torbico. Ramp agent je po tem dogodku odšel v kokpit, kjer se je pogovoril s kapitanom. Agent je po pogovoru nato zapustil letalo in mi povedal, da lahko zaprem vrata.Začuedno sem ga vprašala, če ne bomo iztovorili prtljage gospe, ki je letalo zapustila. Agent mi je odvrnil, da bo ta prtljaga odšla z nami v Ljubljano.  Precej začudena sem nato zaprla vrata letala. O zadevi s kapitanom nisem govorila, saj za to ni bilo časa. Precej očitno je bilo, da želi kapitan čimprej poleteti. Sklepam torej, da smo na omenjenem letu poleteli proti Ljubljani skupaj s prtljago potnice, ki je na letalu ni bilo. To moje sklepanje pa izhaja predvsem iz besed ramp agenta in iz samega preteka časa od izkrcanja potnice do zapiranja vrat letala (le nekaj minut). K pisanju tega poročila me je spodbudil izkušen adrijski kapitan, ki je zagotovil, da je šlo v opisanem primeru za nedopustno ravnanje DAT/DOT kapitana. Namen mojega poročila je predvsem opozoriti na odstopanja pri delu družbe DAT/DOT in posledično pripomoči k večji varnosti na letalih Adrie Airways. ",1,50
1741388,SG-0003-2015,Request for more info about safety report,N/R,"Živjo!

Kadar odgovorim na request for more info about safety report, pogrešam kak feed back iz druge strani. Ali lahko kako izboljšamo galiota, da bi ostal v loopu?

LP Luka",1,50
2115114,SOR-0035-2018,NEGATIVE WINDSHEAR IN APPROACH,Europe and North Atlantic - France / FSC / JP785,"Go around initiated during ILS app. in FSC due to negative windshear warning. Due to safety reason, we deceided to divert to BIA.",0,1
1757664,SR-0016-2015,G/A at LJU,Short final ILS30 at LJU/JP511,"According  OM-A 8.0.3.14 Missed Approach  ""Although a missed approach is considered to be a NORMAL MANOEUVRE, reporting (via PVR or IR) is essential to enhance flight safety...""
G/A was performed by ATC request due to trafic at/near RWY. Small airplane was vacating the RWY and ATC controller decided that we are too close to each other an ordered us to G/A. Simultaneously asked us if we are able to join visual patteren for another app. I accepted to join downwind at 3500' for visual app. But at downwind there was not enough visibility so I decided that we would like to be radar vectored for another ILS app at 8NM final.",0,10
1984878,SOR-0066-2017,Traces of birdstrike found on RH engine,Europe and North Atlantic - Slovenia / LJLJ / JP109,"After finishing flight in LJU we were informed of birdstrike traces on RH engine by GND crew. Crew never noticed or have seen any birds nor have any idea where it may have happened. There was no noise, no vibrations or smell as a result of birdstrike to the engine. ",0,4
2123519,SOR-0058-2018,FLAPS SYS DOWNGRADED,Europe and North Atlantic - Montenegro / LYPG / JP852,"Approaching LYPG FLAPS FAULT and later on at flaps extension FLAPS HALFSPEED msg was posted. Normal landing performed.
Subsequent flight performed under MEL.
The weather was very turbulent. ",0,1
1766043,CAA MOR-0097-2015,Knife found in the pax cabin,EBBR / EBBR / JP394,"Ob izkrcavanju potnikov v BRU je eden od njih CCM1 izročil tapetniški noz (rezilo 15cm), ki ga je našel v overhead binu. Poklicali smo security letalisca BRU, in opravili smo detaljen pregled pax kabine. G. Hans Verbruggen (airport inspection security manager) je prevzel nož in z njihove strani odobril odhod. Po naše security checku smo opravili let v LJU. Prosim za pojasnilo. ",0,1
1970093,SOR-0055-2017,Slats fail,Europe and North Atlantic - Denmark / CPH / 511,After takeoff from CPH RWY 22R we got SLATS FAIL caution message. After QRH action slats normally retracted and message extinguished.,0,1
2058151,SOR-0298-2017,Stick Shaker,Europe and North Atlantic - Slovenia / loww / JP136,"During vectors fot ILS29 app.at VIE airport  we expirienced severe turbulence.   At one of the strong wind gust the stick shaker triggered for few seconds and autopilot dissengaged. The IAS at that moment was 220 kts.  We managed to stabalize the aircraft, reengaged autopilot and continued approach and landing on rwy29 at VIE.",0,4
2051185,SOR-0289-2017,DGOR-LJU-17-48 Discovery of forbidden dangerous goods in Air Mail,Europe and North Atlantic - Slovenia / Ljubljana Airport cargo Terminal,"During acceptance security X-ray check of Air Mail delivered by Pošta Slovenije d.o.o. for flight JP284/08SEP17 Ljubljana-Vienna, it was discovered that mail accepted at Post Office:
5230 Bovec.
Delivery Bill CN38 SIALJ798PP0B/01
Mail No. 166/002, 1 CP 5,4 kg
contained 1 piece of camping gas receptacle

Camping gas is identified under UN2037 Receptacles, small, containing gas, class 2.1, and is forbidden in Air Mail by UPU convention, ICAO TI and IATA DGR.
This dangerous goods occurrence is reported as attempted carriage of dangerous goods.
The package was returned to Pošta Slovenije d.o.o. with request for root cause and corrective action.
",0,2
1672877,CAA MOR-0093-2014,EGPWS triggered,LOVV / Right base RWY 08 / JP925,"EGPWS was triggered for about 2 sec. during circle to land at INN for RWY 08. Position was right
base RWY 08. Flight was controlled according to the terrain, with normal flight parameters.",0,10
2152137,SOR-0126-2018,unstabilised approach,Europe and North Atlantic - Slovenia / LJLJ / ADR853,"We were instructed by ATC to maintain speed 170 kts or more to OM.We accepted it because weather was good- VMC, RWY iin sight, wind calm.At 1000 baro on ILS we had V ref plus 25 kts
and became stabilised at 700 baro. ",0,1
1760536,CAA MOR-0093-2015,Gear disagree,LJLA / Departure / JP652,During climb out / gear retraction/ we got gear disagree warning msg & L gear unsafe indication. Recycle/same result. Return to LJU; Gear DN 3 green. ,0,1
